"LEST_Y","LEST_X"
686749.5,6417249.5
686249.5,6593249.5
686249.5,6592249.5
686249.5,6591249.5
686249.5,6590249.5
686249.5,6589749.5
686249.5,6589249.5
686249.5,6588749.5
686249.5,6585749.5
686249.5,6582249.5
686249.5,6548749.5
686249.5,6450749.5
686249.5,6449249.5
686249.5,6448249.5
686249.5,6408249.5
686249.5,6388249.5
685749.5,6590749.5
685749.5,6590249.5
685749.5,6589749.5
685749.5,6589249.5
685749.5,6588749.5
685749.5,6588249.5
685749.5,6582249.5
685749.5,6581249.5
685749.5,6571249.5
685749.5,6554749.5
685749.5,6548249.5
685749.5,6447749.5
685749.5,6436749.5
685749.5,6417249.5
685249.5,6591249.5
685249.5,6588749.5
685249.5,6588249.5
685249.5,6587749.5
685249.5,6587249.5
685249.5,6586749.5
685249.5,6580249.5
685249.5,6554749.5
685249.5,6547249.5
685249.5,6546249.5
685249.5,6545249.5
685249.5,6544249.5
685249.5,6451249.5
685249.5,6446749.5
685249.5,6419249.5
685249.5,6408749.5
685249.5,6388249.5
684749.5,6590249.5
684749.5,6588249.5
684749.5,6587749.5
684749.5,6586749.5
684749.5,6586249.5
684749.5,6585749.5
684749.5,6585249.5
684749.5,6582749.5
684749.5,6452249.5
684749.5,6437249.5
684749.5,6417249.5
684249.5,6591249.5
684249.5,6590249.5
684249.5,6589749.5
684249.5,6589249.5
684249.5,6588749.5
684249.5,6588249.5
684249.5,6584749.5
684249.5,6583749.5
684249.5,6578749.5
684249.5,6576749.5
684249.5,6575749.5
684249.5,6544249.5
684249.5,6497749.5
684249.5,6462749.5
684249.5,6446249.5
684249.5,6443249.5
684249.5,6418749.5
684249.5,6410249.5
684249.5,6409249.5
684249.5,6387249.5
683749.5,6579249.5
683749.5,6452249.5
683749.5,6445249.5
683749.5,6442749.5
683749.5,6437749.5
683749.5,6424749.5
683749.5,6416749.5
683749.5,6410749.5
683749.5,6386749.5
683249.5,6591249.5
683249.5,6553749.5
683249.5,6543749.5
683249.5,6505749.5
683249.5,6504749.5
683249.5,6503749.5
683249.5,6502749.5
683249.5,6500249.5
683249.5,6444749.5
683249.5,6437749.5
683249.5,6417249.5
683249.5,6415749.5
682749.5,6578749.5
682749.5,6501749.5
682749.5,6463749.5
682749.5,6453249.5
682749.5,6443749.5
682749.5,6442749.5
682749.5,6440249.5
682749.5,6411249.5
682749.5,6386249.5
682249.5,6591249.5
682249.5,6578249.5
682249.5,6543249.5
682249.5,6542749.5
682249.5,6501249.5
682249.5,6500249.5
682249.5,6453749.5
682249.5,6443249.5
682249.5,6442249.5
682249.5,6441249.5
682249.5,6440749.5
682249.5,6440249.5
682249.5,6439749.5
682249.5,6437749.5
682249.5,6416749.5
682249.5,6413249.5
682249.5,6412249.5
682249.5,6402749.5
682249.5,6401249.5
681749.5,6583749.5
681749.5,6552749.5
681749.5,6495249.5
681749.5,6489749.5
681749.5,6463749.5
681749.5,6456249.5
681749.5,6451249.5
681749.5,6440749.5
681749.5,6440249.5
681749.5,6439749.5
681749.5,6438749.5
681749.5,6437749.5
681749.5,6414249.5
681749.5,6404749.5
681749.5,6402249.5
681749.5,6401749.5
681249.5,6591249.5
681249.5,6584249.5
681249.5,6542249.5
681249.5,6454249.5
681249.5,6440249.5
681249.5,6439749.5
681249.5,6438749.5
681249.5,6437749.5
681249.5,6437249.5
681249.5,6436249.5
681249.5,6416249.5
681249.5,6414749.5
681249.5,6411749.5
680749.5,6493749.5
680749.5,6488249.5
680749.5,6456249.5
680749.5,6455249.5
680749.5,6442249.5
680749.5,6440249.5
680749.5,6439749.5
680749.5,6439249.5
680749.5,6438749.5
680749.5,6438249.5
680749.5,6435249.5
680749.5,6434249.5
680749.5,6433249.5
680749.5,6432249.5
680749.5,6431249.5
680749.5,6430749.5
680749.5,6430249.5
680749.5,6429249.5
680749.5,6426749.5
680749.5,6415749.5
680749.5,6412249.5
680749.5,6408249.5
680749.5,6407249.5
680749.5,6406249.5
680249.5,6591249.5
680249.5,6541749.5
680249.5,6492749.5
680249.5,6491249.5
680249.5,6456749.5
680249.5,6456249.5
680249.5,6455749.5
680249.5,6439749.5
680249.5,6438749.5
680249.5,6438249.5
680249.5,6428749.5
680249.5,6427749.5
680249.5,6425749.5
680249.5,6416249.5
680249.5,6414749.5
680249.5,6414249.5
680249.5,6412249.5
680249.5,6411249.5
680249.5,6410249.5
680249.5,6409249.5
679749.5,6551749.5
679749.5,6541249.5
679749.5,6440749.5
679749.5,6439749.5
679749.5,6439249.5
679749.5,6438749.5
679749.5,6424749.5
679749.5,6415249.5
679749.5,6414249.5
679749.5,6413749.5
679749.5,6412249.5
679249.5,6590749.5
679249.5,6551249.5
679249.5,6457249.5
679249.5,6441749.5
679249.5,6431249.5
679249.5,6421749.5
679249.5,6416749.5
679249.5,6416249.5
679249.5,6415749.5
679249.5,6415249.5
679249.5,6414749.5
679249.5,6414249.5
679249.5,6413749.5
679249.5,6413249.5
678749.5,6550249.5
678749.5,6540749.5
678749.5,6514249.5
678749.5,6491249.5
678749.5,6468749.5
678749.5,6464249.5
678749.5,6457749.5
678749.5,6444249.5
678749.5,6442249.5
678749.5,6437749.5
678749.5,6420749.5
678749.5,6420249.5
678749.5,6415749.5
678749.5,6415249.5
678749.5,6414749.5
678749.5,6414249.5
678749.5,6413749.5
678749.5,6413249.5
678749.5,6411749.5
678249.5,6590249.5
678249.5,6548249.5
678249.5,6533249.5
678249.5,6515249.5
678249.5,6438749.5
678249.5,6437249.5
678249.5,6430249.5
678249.5,6421249.5
678249.5,6420249.5
678249.5,6417249.5
678249.5,6416249.5
678249.5,6415749.5
678249.5,6415249.5
678249.5,6414749.5
678249.5,6414249.5
678249.5,6413249.5
678249.5,6412749.5
678249.5,6412249.5
678249.5,6411749.5
677749.5,6539749.5
677749.5,6491249.5
677749.5,6476749.5
677749.5,6464749.5
677749.5,6458249.5
677749.5,6453749.5
677749.5,6442749.5
677749.5,6429249.5
677749.5,6421249.5
677749.5,6419249.5
677749.5,6418249.5
677749.5,6417249.5
677749.5,6416249.5
677749.5,6415749.5
677749.5,6415249.5
677749.5,6413749.5
677749.5,6412249.5
677249.5,6589749.5
677249.5,6539249.5
677249.5,6459249.5
677249.5,6452749.5
677249.5,6443249.5
677249.5,6436749.5
677249.5,6428749.5
677249.5,6422249.5
677249.5,6421749.5
677249.5,6417249.5
677249.5,6416749.5
677249.5,6416249.5
677249.5,6411749.5
676749.5,6548249.5
676749.5,6547249.5
676749.5,6491749.5
676749.5,6459749.5
676749.5,6439749.5
676749.5,6435749.5
676749.5,6422249.5
676749.5,6416749.5
676249.5,6589749.5
676249.5,6538749.5
676249.5,6516249.5
676249.5,6508749.5
676249.5,6464749.5
676249.5,6463749.5
676249.5,6462749.5
676249.5,6461749.5
676249.5,6460749.5
676249.5,6444249.5
676249.5,6440249.5
676249.5,6435249.5
676249.5,6417249.5
676249.5,6416749.5
676249.5,6411249.5
675749.5,6589249.5
675749.5,6538249.5
675749.5,6516749.5
675749.5,6507749.5
675749.5,6491749.5
675749.5,6467249.5
675749.5,6466749.5
675749.5,6465749.5
675749.5,6451249.5
675749.5,6444749.5
675749.5,6439749.5
675749.5,6418749.5
675749.5,6417749.5
675749.5,6410249.5
675249.5,6598249.5
675249.5,6537249.5
675249.5,6467749.5
675249.5,6434749.5
675249.5,6409249.5
675249.5,6408749.5
674749.5,6598749.5
674749.5,6589249.5
674749.5,6517249.5
674749.5,6507749.5
674749.5,6490249.5
674749.5,6474749.5
674749.5,6468249.5
674749.5,6445249.5
674749.5,6439749.5
674749.5,6433749.5
674749.5,6425749.5
674749.5,6417749.5
674249.5,6588749.5
674249.5,6536749.5
674249.5,6475249.5
674249.5,6469749.5
674249.5,6469249.5
674249.5,6446749.5
674249.5,6445749.5
674249.5,6423249.5
674249.5,6409249.5
674249.5,6406249.5
674249.5,6402749.5
673749.5,6589249.5
673749.5,6587749.5
673749.5,6586749.5
673749.5,6586249.5
673749.5,6535749.5
673749.5,6518749.5
673749.5,6489749.5
673749.5,6470249.5
673749.5,6468249.5
673749.5,6467749.5
673749.5,6447749.5
673749.5,6439249.5
673749.5,6418249.5
673749.5,6402749.5
673749.5,6402249.5
673249.5,6585749.5
673249.5,6585249.5
673249.5,6584749.5
673249.5,6584249.5
673249.5,6583249.5
673249.5,6549749.5
673249.5,6534749.5
673249.5,6470749.5
673249.5,6448749.5
673249.5,6432749.5
673249.5,6417249.5
673249.5,6408749.5
673249.5,6402249.5
673249.5,6401249.5
672749.5,6589749.5
672749.5,6586249.5
672749.5,6585749.5
672749.5,6585249.5
672749.5,6584249.5
672749.5,6583749.5
672749.5,6583249.5
672749.5,6582249.5
672749.5,6572249.5
672749.5,6533749.5
672749.5,6489749.5
672749.5,6477749.5
672749.5,6473749.5
672749.5,6463249.5
672749.5,6451249.5
672749.5,6449749.5
672749.5,6439249.5
672749.5,6418249.5
672749.5,6398249.5
672249.5,6586749.5
672249.5,6586249.5
672249.5,6585249.5
672249.5,6584249.5
672249.5,6582249.5
672249.5,6581749.5
672249.5,6551249.5
672249.5,6533249.5
672249.5,6471249.5
672249.5,6451249.5
672249.5,6450749.5
672249.5,6450249.5
672249.5,6445249.5
672249.5,6432249.5
672249.5,6416749.5
672249.5,6408749.5
671749.5,6589749.5
671749.5,6584749.5
671749.5,6583249.5
671749.5,6582249.5
671749.5,6579249.5
671749.5,6572249.5
671749.5,6546749.5
671749.5,6532249.5
671749.5,6489749.5
671749.5,6451249.5
671749.5,6447249.5
671749.5,6439249.5
671749.5,6431749.5
671749.5,6418749.5
671749.5,6408249.5
671749.5,6396249.5
671249.5,6581749.5
671249.5,6581249.5
671249.5,6580749.5
671249.5,6580249.5
671249.5,6579249.5
671249.5,6531749.5
671249.5,6521249.5
671249.5,6471749.5
671249.5,6448249.5
671249.5,6416249.5
670749.5,6589749.5
670749.5,6584749.5
670749.5,6583749.5
670749.5,6581749.5
670749.5,6554249.5
670749.5,6530749.5
670749.5,6489249.5
670749.5,6451749.5
670749.5,6439249.5
670749.5,6431249.5
670749.5,6429749.5
670749.5,6418749.5
670749.5,6407749.5
670749.5,6395249.5
670249.5,6590749.5
670249.5,6583249.5
670249.5,6576749.5
670249.5,6570749.5
670249.5,6530749.5
670249.5,6529749.5
670249.5,6528749.5
670249.5,6528249.5
670249.5,6527749.5
670249.5,6526749.5
670249.5,6524749.5
670249.5,6523249.5
670249.5,6522749.5
670249.5,6521249.5
670249.5,6520249.5
670249.5,6471749.5
670249.5,6452249.5
670249.5,6430249.5
670249.5,6406749.5
669749.5,6589749.5
669749.5,6583249.5
669749.5,6582249.5
669749.5,6530249.5
669749.5,6529249.5
669749.5,6527249.5
669749.5,6525749.5
669749.5,6525249.5
669749.5,6524749.5
669749.5,6524249.5
669749.5,6523249.5
669749.5,6522249.5
669749.5,6489249.5
669749.5,6472249.5
669749.5,6464749.5
669749.5,6439249.5
669749.5,6419249.5
669749.5,6415749.5
669749.5,6406249.5
669249.5,6583749.5
669249.5,6583249.5
669249.5,6556249.5
669249.5,6545749.5
669249.5,6526749.5
669249.5,6525249.5
669249.5,6519749.5
669249.5,6478249.5
669249.5,6477749.5
669249.5,6477249.5
669249.5,6476749.5
669249.5,6469249.5
669249.5,6465249.5
669249.5,6452249.5
669249.5,6430249.5
669249.5,6427749.5
669249.5,6420249.5
669249.5,6419749.5
669249.5,6415249.5
668749.5,6590249.5
668749.5,6584749.5
668749.5,6584249.5
668749.5,6583749.5
668749.5,6583249.5
668749.5,6582749.5
668749.5,6528249.5
668749.5,6526749.5
668749.5,6525749.5
668749.5,6518749.5
668749.5,6489249.5
668749.5,6478249.5
668749.5,6475749.5
668749.5,6474749.5
668749.5,6473749.5
668749.5,6473249.5
668749.5,6472249.5
668749.5,6468749.5
668749.5,6467749.5
668749.5,6449749.5
668749.5,6439749.5
668749.5,6420749.5
668749.5,6415749.5
668749.5,6405249.5
668249.5,6591249.5
668249.5,6583249.5
668249.5,6582749.5
668249.5,6556249.5
668249.5,6527749.5
668249.5,6526749.5
668249.5,6489249.5
668249.5,6473749.5
668249.5,6471749.5
668249.5,6465749.5
668249.5,6452249.5
668249.5,6421249.5
668249.5,6415249.5
668249.5,6404749.5
667749.5,6584749.5
667749.5,6583749.5
667749.5,6583249.5
667749.5,6556749.5
667749.5,6544749.5
667749.5,6518249.5
667749.5,6488749.5
667749.5,6478749.5
667749.5,6464249.5
667749.5,6449749.5
667749.5,6440749.5
667749.5,6419249.5
667749.5,6416249.5
667749.5,6415749.5
667249.5,6591749.5
667249.5,6583749.5
667249.5,6582749.5
667249.5,6526749.5
667249.5,6517249.5
667249.5,6504749.5
667249.5,6487749.5
667249.5,6479249.5
667249.5,6473749.5
667249.5,6466249.5
667249.5,6463249.5
667249.5,6452249.5
667249.5,6441749.5
667249.5,6440249.5
667249.5,6429249.5
667249.5,6422249.5
667249.5,6418249.5
667249.5,6417249.5
667249.5,6415749.5
667249.5,6404249.5
666749.5,6592249.5
666749.5,6543749.5
666749.5,6516749.5
666749.5,6476249.5
666749.5,6467249.5
666749.5,6422749.5
666749.5,6417749.5
666749.5,6403249.5
666249.5,6587749.5
666249.5,6583249.5
666249.5,6543249.5
666249.5,6526749.5
666249.5,6504749.5
666249.5,6487249.5
666249.5,6486249.5
666249.5,6485249.5
666249.5,6480249.5
666249.5,6473749.5
666249.5,6470749.5
666249.5,6452249.5
666249.5,6442249.5
666249.5,6429749.5
666249.5,6423749.5
666249.5,6418249.5
665749.5,6592249.5
665749.5,6542749.5
665749.5,6515749.5
665749.5,6484249.5
665749.5,6471249.5
665749.5,6467749.5
665749.5,6453249.5
665749.5,6425749.5
665749.5,6424749.5
665749.5,6402749.5
665749.5,6401749.5
665249.5,6588249.5
665249.5,6583249.5
665249.5,6542249.5
665249.5,6515249.5
