LAT,LONG
59.385713666373405,27.815933735396694
58.9994311280356,27.311567859955566
59.35250561775599,26.817809393070117
59.44386694744252,26.745965677118225
59.10965876236703,26.61453499187632
58.13210987557471,26.525476221801657
58.12330640203055,26.516358553995634
58.0428916135756,26.493723792286342
58.23760597565586,26.41375758375089
57.94198443679643,26.368403781416013
59.36055484054026,26.41375818886826
59.42676527445964,26.224533989762318
58.97020177889421,26.134322746471074
58.681672516147856,25.91832398365312
59.2744599383119,25.916360978714238
59.274715192342306,25.898829249621826
59.459538414731455,25.847367418773175
59.459784415945386,25.82974015819325
58.01038916401579,25.755227398366088
59.55860582105206,25.82620680776427
59.460028059147426,25.812112644827724
59.554362708176434,25.808289748011443
59.55448338430435,25.79945146435466
59.46026934428773,25.794484881105948
59.54563083959724,25.790141253272
59.42898347540833,25.784029557687123
59.55023663727819,25.781539909917278
59.460508271317,25.776856869457475
59.61316347327101,25.775979124104573
59.590732269826255,25.774807548930696
59.46062685052472,25.768042771420024
59.56841919331084,25.764795493479937
59.54598745509466,25.763632823774483
59.460744840186386,25.75922861231208
59.59994111786076,25.75757556146847
59.54173583867286,25.745730206805934
59.465465612021944,25.741829049172985
59.59568877778524,25.73964529846419
59.55082516280433,25.737352764454158
59.54185233134943,25.73689498237271
59.586832180199934,25.730339377948763
59.582345826355684,25.730111139350626
59.57785946335485,25.72988296094234
59.57337309122555,25.729654842700114
59.56888670999579,25.729426784600154
59.559913920347235,25.728970848731944
59.55542751198454,25.72874297091618
59.53299533590858,25.727604482071605
59.46569749448315,25.724197993040207
59.58694764083698,25.7214923878058
59.58246127199219,25.721265315133156
59.57797489399406,25.72103830234331
59.57348850687071,25.72081134941257
59.60052160587256,25.713323415616756
59.58706250974828,25.712645337756353
59.58257612597975,25.712419431032902
59.57808973306112,25.712193583885167
59.57360333102044,25.71196779628959
59.52873881507295,25.709713190528284
59.46144039735414,25.706342392195047
59.60960864181938,25.704922821711587
59.591663176368456,25.704023028150385
59.58717678692794,25.703798228107626
59.52885289949188,25.700881214607055
59.52436638415457,25.700657242523885
59.47052752309241,25.697974170139403
59.56485831428547,25.693833774776557
59.52447986310426,25.69182636962779
59.46166753310528,25.68871317736365
59.51561963564745,25.682552317044028
59.511245318581466,25.673503338439502
59.461892310459554,25.671083729187174
59.502383755960444,25.66423764643342
59.269068416111686,25.652926688750274
59.49352151074153,25.654976768972958
59.46211472937104,25.653454050096567
59.457628012594995,25.653236747491796
59.33199665610809,25.647175374519225
59.32302275357579,25.646744119276565
59.31404882100485,25.64631308974766
59.30507485861808,25.64588228575539
59.48914526406468,25.64593718894469
59.273775485752914,25.635609677133868
59.48028168702347,25.636684657750944
59.47130825525816,25.636254287021977
59.462334789794276,25.635824142522985
59.27388462639062,25.626843053050656
59.47590416359066,25.627650930760275
59.34578555283796,25.621467730589615
59.296428500119845,25.61913464788981
59.27848025899426,25.61828791761791
59.49395967057985,25.6196842811827
59.489472956189125,25.61947121714005
59.46255249168424,25.618194008897756
59.35038071761344,25.612893917198118
59.296536537638296,25.610362183618516
59.29204947432817,25.61015156447021
59.28756240371533,25.60994100039785
59.283075325827575,25.609730491379832
59.57482735630517,25.61468485056128
59.4940677351049,25.610861018324254
59.485094269765376,25.610437265523267
59.476120770427976,25.610013735565506
59.296643988326515,25.60158966424968
59.28766982663911,25.60117077369485
58.62351610305967,25.57076927346745
59.49417520944503,25.60203769971104
59.462767834996455,25.600563651652408
59.458281033567815,25.600353294721284
59.45379422381045,25.60014299306548
59.35508235852644,25.595530297331127
59.296750852179116,25.592817090082875
59.476335017748816,25.592376317703238
59.46736142908865,25.591957644167103
59.458493990651554,25.582725031687687
59.35529468228904,25.577955121249172
59.472060087912354,25.574531632589917
59.364374008740576,25.569578783356526
59.4587045893754,25.56509654998378
59.5530314826603,25.56058948300489
59.521624413261854,25.559151085106357
59.36906989809606,25.552202123134702
59.51724165457529,25.550116365125717
59.45891282969633,25.54746785204068
59.51285826969322,25.541083968377297
59.44106839577674,25.537844943388308
59.36927642354702,25.534619502931058
59.45911871157175,25.529838940289686
59.3738658749608,25.526028155460438
59.575877992546,25.526239902232916
59.504089622386765,25.523026142302818
59.468194606255324,25.521424331472545
59.37396768062594,25.517235561878316
59.46829609944696,25.512607427574714
59.45483529025238,25.512011090320645
59.37865662976546,25.499846856523867
59.45952339981823,25.49458048509008
59.45503642903733,25.49438407346213
59.450649122116445,25.485375284782577
59.37885614961683,25.482259002682806
59.32949731745447,25.480124131554586
59.21731484470947,25.475294943959867
59.48664401036402,25.478116596631917
59.459722206106555,25.476950946504942
59.33408327165819,25.471535461620192
59.48225564652196,25.469101554949315
59.450846697878816,25.467750273915932
59.3790533163658,25.464670944994513
59.23097330155784,25.45836045344396
59.21751109628554,25.45778946730061
59.48684061093312,25.460472948935728
59.473379670009585,25.459896849263853
59.45991865378394,25.459321203838837
59.38812532661166,25.456258744500218
59.3836381758673,25.45606776744332
59.45552895850218,25.45031563349564
59.45104191562098,25.450125060344234
59.44655486451527,25.449934537261512
59.442067805213014,25.449744064227747
59.37924812997222,25.447082685873905
59.22219243923423,25.440471787543242
59.21770500563301,25.440283792034013
59.46908681228776,25.442070339960907
59.45562569564097,25.441501794021452
59.446651576581225,25.44112301235035
59.44216450474656,25.44093369614251
59.20882616966315,25.431157319491295
59.451234775303035,25.43249964649781
59.44674769920353,25.432311437693915
59.442260614912804,25.43212327833159
59.3794405903964,25.429494227736075
59.33905547962996,25.427809214205528
59.222384031036356,25.422963632446276
59.20443415722251,25.422221075517644
59.08326979878004,25.417229012905846
59.20004152819008,25.41328711310356
59.46039945379209,25.41524597028085
59.45142527688557,25.414874034807163
59.44693817609762,25.414688140360038
59.38411791824564,25.41209073694654
59.37963069759917,25.41190557299628
59.20462330876557,25.404721857649378
59.08794596703643,25.399973182517066
59.482929203023524,25.40735567666823
59.46946801305678,25.40680059017595
59.384212101567286,25.4032951839418
59.09252703109603,25.39143397745106
59.08803935135284,25.39125306304621
59.46507474647952,25.39779925729324
59.45161342032967,25.397248227702946
59.447126295158654,25.397064647689586
59.236222666518785,25.38849046008929
59.11057055057933,25.383432269810275
59.092619843952136,25.38271267764808
59.456193736779795,25.3886177223401
59.451706607737776,25.388435251630376
59.44721947048975,25.38825282886247
59.42927083999618,25.387523616831455
59.420296476239244,25.387159297976233
59.38888595221975,25.385885687004595
59.1151505008325,25.37488526730804
59.10617514799909,25.374527553290804
59.09719977090038,25.374170025337293
59.45179920559686,25.379622227615986
59.44731205634821,25.379440962112426
59.44282489892405,25.37925974422804
59.43833773335232,25.379078573944074
